asset_id,asset_label,title,extension,bytes,site_id,day_id,participant_id,session_id,asset_role
asset-40907773ce13,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-4abbba020819,recording.eeg,DNEW0000,.eeg,18528360,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,signal_recording
asset-e3e6840d1048,recording.edf,DNEW0000,.edf,16507616,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,signal_recording
asset-f700f13b02b2,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-c75a58c95c1d,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-651e04d95956,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-523236ee0458,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-de66aac6e053,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-f063702a64a9,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-65d5c85d5f07,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-149ab651b773,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-193295013549,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-57b2fb5d0b,session-5fb5d0db5798,support_file
asset-42b11ccfd1ea,participant-note.docx,Participant note,.docx,13463,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-42b11ccfd1ea,participant_note
asset-215a4526a9bf,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-bb7bb9d50c2c,recording.eeg,DNEW0000,.eeg,10900192,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,signal_recording
asset-6a48a54031c1,recording.edf,DNEW0000,.edf,9707056,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,signal_recording
asset-163e4cbb570c,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-dcf9684df5a9,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-e48c00d5c0cc,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-f9c15a10a598,support.exe,START,.exe,24576,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-fa568fa146c1,support.par,START,.par,20,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-051dda959f30,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-cf84f5a86477,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-81c3572d9bd1,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-5a1b907fc0bf,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-43b3f0ea,participant-9d2faa7d12,session-5674f2c78b5b,support_file
asset-d8381d44d2d7,participant-note.docx,Participant note,.docx,13492,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-d8381d44d2d7,participant_note
asset-7792e6ea002c,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-766204963224,recording.eeg,DNEW0000,.eeg,11084850,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,signal_recording
asset-2d87aa0d12ff,recording.edf,DNEW0000,.edf,9868016,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,signal_recording
asset-3816220b3074,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-3d27f544c0ac,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-b70afdf07235,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-953bdb33a83e,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-db1d7603915a,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-feb7b92020ef,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-bbca17ba8d91,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-045bd0f83876,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-836278024558,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-e615c2ef80,session-6e96316cef3e,support_file
asset-e02af624dce0,participant-note.docx,Participant note,.docx,13563,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-e02af624dce0,participant_note
asset-a36dc4a743e0,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-adec5584521e,recording.eeg,DNEW0000,.eeg,10555986,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,signal_recording
asset-c56b7e766dff,recording.edf,DNEW0000,.edf,9385136,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,signal_recording
asset-582878ccd8c1,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-4abfd5f8c2ff,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-5dc72358df57,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-561846b86076,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-83eb2eb147ff,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-efe3e102f318,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-b60a905d10b4,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-308c2b057a29,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-b7ebe1b56b9c,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-4b8d682a6b,session-546ebe2d4882,support_file
asset-c20f636e69f1,participant-note.docx,Participant note,.docx,13464,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-c20f636e69f1,participant_note
asset-5797492534da,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-114afa43de46,recording.eeg,DNEW0000,.eeg,11629374,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,signal_recording
asset-ad3e78485ae4,recording.edf,DNEW0000,.edf,10350896,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,signal_recording
asset-a96057dd74ba,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-cebd5e6b3b7a,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-ef94f9b8681f,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-8d91f3848489,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-59160f37149c,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-136e48b5b83c,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-5c92337d85eb,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-acfd039b30e9,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-4e0d9fc73b4b,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-145704d7db,session-798342143c1d,support_file
asset-8477642510ac,participant-note.docx,Participant note,.docx,13406,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-8477642510ac,participant_note
asset-babcd54ed75c,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-52f6ee53189a,recording.eeg,DNEW0001,.eeg,17659672,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,signal_recording
asset-1f57532c88d6,recording.edf,DNEW0001,.edf,15743056,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,signal_recording
asset-ebe28132cc47,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-d65612c5399e,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-6361e32a690f,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-c84d038fe9af,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-6221dd36df62,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-b8b4e54f8523,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-cdf189855533,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-bc8eab6b665b,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-174275c9f83b,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-1b28e16916,session-e36be64fdd74,support_file
asset-0304ef00c692,participant-note.docx,Participant note,.docx,13477,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-0304ef00c692,participant_note
asset-00828ccbda92,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-6bbe26e735e7,recording.eeg,DNEW0000,.eeg,25754601,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,signal_recording
asset-74bc9fcc5552,recording.edf,DNEW0000,.edf,22966136,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,signal_recording
asset-979e18450d99,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-ffe1c51c1dc5,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-33565ec54ba0,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-7359883cb5aa,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-c93119d964d8,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-1ee86dfc01ae,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-54c3bf9647ab,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-7114a51a5c42,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-998c681a1395,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-842a884dfd,session-b34760e8cb51,support_file
asset-02b2e456bc4e,participant-note.docx,Participant note,.docx,13491,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-02b2e456bc4e,participant_note
asset-19a9e15af3e9,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-706e337a94cf,recording.eeg,DNEW0000,.eeg,11214245,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,signal_recording
asset-20f7a9158d76,recording.edf,DNEW0000,.edf,9968616,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,signal_recording
asset-e1d2a4c21e32,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-b588560cb534,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-30389df8e4e8,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-c4b3fa5460bb,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-83467cd089f4,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-e576a0abe26b,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-8c597e6ee0b9,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-4e561edad76c,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-17796e3bda2a,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-467c7ab219,session-71701a6e69d7,support_file
asset-750df7bc53cf,participant-note.docx,Participant note,.docx,13445,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-750df7bc53cf,participant_note
asset-751124246d59,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-cb60d322d348,recording.eeg,DNEW0000,.eeg,9610764,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,signal_recording
asset-2905f4c74739,recording.edf,DNEW0000,.edf,8540096,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,signal_recording
asset-4d27e7e8fa6e,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-f4c793c27615,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-1aa9b4e31170,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-31852d5262db,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-ef88d2c9afbd,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-22142fe6a439,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-1772f868de19,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-2297d5d05e32,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-456beff7237a,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-fe1ce13272,session-4f8e615e6a32,support_file
asset-ce42c15acc86,participant-note.docx,Participant note,.docx,13427,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-ce42c15acc86,participant_note
asset-2b3da2b9ecf6,support.inf,AUTORUN,.inf,36,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-da1535c372ef,recording.eeg,DNEW0000,.eeg,12361436,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,signal_recording
asset-11742fcbd1a9,recording.edf,DNEW0000,.edf,10994736,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,signal_recording
asset-74c3aaea41ba,support.cfg,EEGSETUP,.cfg,20272,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-794b2e0bbe1c,support.dll,FTD2XX,.dll,81920,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-33e7df984278,support.cfg,LANGUAGE,.cfg,183,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-9a24ccc78e33,support.exe,START,.exe,24576,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-23388672e729,support.par,START,.par,20,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-030c1bcca2ef,support.dll,VEEGENG,.dll,384000,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-b94adfe3e9aa,support.dll,VEEGRUS,.dll,396800,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-0d1dbc3ea3de,support.cfg,VIDEO,.cfg,2130,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-3614ebf14ed4,support.exe,VIEWEEG,.exe,3397632,site-199f0cd7,day-d7489eb2,participant-fd87fc4b0f,session-1e083d8d9c74,support_file
asset-e2f9e3fe98d0,participant-note.docx,Participant note,.docx,13572,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-e2f9e3fe98d0,participant_note
asset-741846ea0784,support.inf,AUTORUN,.inf,36,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-1052bca8ca8c,recording.eeg,DNEW0003,.eeg,11290599,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,signal_recording
asset-515c00efc249,recording.edf,DNEW0003,.edf,10049096,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,signal_recording
asset-8169c2d337c0,support.cfg,EEGLANG,.cfg,4,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-8361dbaaff3a,support.cfg,EEGSETUP,.cfg,20272,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-dafb05b1243c,support.dll,FTD2XX,.dll,81920,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-ec85ebbe0c6d,support.cfg,LANGUAGE,.cfg,183,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-88f9f8d77da1,support.cfg,MONTAGEN,.cfg,726992,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-b16f0eec3af0,support.exe,START,.exe,24576,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-0735b5d5988a,support.par,START,.par,20,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-898756e6868f,support.dll,VEEGENG,.dll,384000,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-503224cb25db,support.dll,VEEGRUS,.dll,396800,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-a6cf743fb19a,support.cfg,VIDEO,.cfg,2130,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-8f613b012f73,support.exe,VIEWEEG,.exe,3397632,site-19d9d834,day-ab1507ad,participant-4dd526d143,session-2b9106f25eb5,support_file
asset-772caaa2f2bc,participant-note.docx,Participant note,.docx,13559,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-772caaa2f2bc,participant_note
asset-49269564f21a,support.inf,AUTORUN,.inf,36,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-dd3693d535a9,recording.eeg,DNEW0001,.eeg,11178124,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,signal_recording
asset-6ad06c1aed3b,recording.edf,DNEW0001,.edf,9948496,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,signal_recording
asset-0455371448c1,support.cfg,EEGSETUP,.cfg,20272,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-dec072f79a69,support.dll,FTD2XX,.dll,81920,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-c1f08afab858,support.cfg,LANGUAGE,.cfg,183,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-56cf8ef3fd7a,support.exe,START,.exe,24576,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-61d58f17133c,support.par,START,.par,20,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-4d070fcb2174,support.dll,VEEGENG,.dll,384000,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-b380be5e9b65,support.dll,VEEGRUS,.dll,396800,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-49339c477a19,support.cfg,VIDEO,.cfg,2130,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-e99becc30479,support.exe,VIEWEEG,.exe,3397632,site-19d9d834,day-ab1507ad,participant-1d876b7bd5,session-a5025481d494,support_file
asset-3bb0cecc0137,participant-note.docx,Participant note,.docx,13412,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-3bb0cecc0137,participant_note
asset-80aaa9fd1fc0,support.inf,AUTORUN,.inf,36,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-f6fac38c359f,recording.eeg,DNEW0000,.eeg,14551024,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,signal_recording
asset-3aefc0d2c388,recording.edf,DNEW0000,.edf,12966496,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,signal_recording
asset-8a8e4dedece1,support.cfg,EEGSETUP,.cfg,20272,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-2514d2af79ef,support.dll,FTD2XX,.dll,81920,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-45275fb43043,support.cfg,LANGUAGE,.cfg,183,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-d081d576365c,support.exe,START,.exe,24576,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-4edef244e0f4,support.par,START,.par,20,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-1981ada27475,support.dll,VEEGENG,.dll,384000,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-e49eeb33a1f0,support.dll,VEEGRUS,.dll,396800,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-4a19493b371c,support.cfg,VIDEO,.cfg,2130,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-0bab6220f4c0,support.exe,VIEWEEG,.exe,3397632,site-19d9d834,day-ab1507ad,participant-f8a0cd0fa2,session-18c34a515ab4,support_file
asset-080dfbd62735,participant-note.docx,Participant note,.docx,13358,site-19d9d834,day-ab1507ad,participant-52fb053465,session-080dfbd62735,participant_note
asset-bacf3f28dca6,support.inf,AUTORUN,.inf,36,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-3ff81b887454,recording.eeg,DNEW0000,.eeg,3123006,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,signal_recording
asset-89977165f100,support.cfg,EEGSETUP,.cfg,20272,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-c61f1c7a6b96,support.dll,FTD2XX,.dll,81920,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-a5255b6212da,support.cfg,LANGUAGE,.cfg,183,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-622a79529ca6,support.exe,START,.exe,24576,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-736fa3349210,support.par,START,.par,20,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-90b619e8d41e,support.dll,VEEGENG,.dll,384000,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-97c397044a47,support.dll,VEEGRUS,.dll,396800,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-4a576a41b94b,support.cfg,VIDEO,.cfg,2130,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-6659c532572f,support.exe,VIEWEEG,.exe,3397632,site-19d9d834,day-ab1507ad,participant-52fb053465,session-af0443bb8e24,support_file
asset-6f1f78fdffbd,support.inf,AUTORUN,.inf,36,site-19d9d834,day-ab1507ad,participant-52fb053465,session-458fc0f44802,support_file
asset-5cffcd031604,recording.eeg,DNEW0000,.eeg,4393413,site-19d9d834,day-ab1507ad,participant-52fb053465,session-458fc0f44802,signal_recording
asset-31970f09e959,recording.edf,DNEW0000,.edf,3892376,site-19d9d834,day-ab1507ad,participant-52fb053465,session-458fc0f44802,signal_recording
